,SO2_column_number_density,longitude,latitude,CH4_column_volume_mixing_ratio_dry_air,CO_column_number_density,tropospheric_HCHO_column_number_density,tropospheric_NO2_column_number_density,O3_column_number_density
0,0.00029940684830613736,-0.7950090264457765,51.10964808998018,1846.0196987169415,0.03266772415093589,4.190546479031075e-05,4.4942757632095066e-05,0.14354202753304438
1,0.00027754001181998244,-0.7860258736045813,51.10964808998018,1845.9446677006797,0.032708099325523335,4.31233680708875e-05,4.578086730677317e-05,0.14354227859484064
2,0.0002902557693148589,-0.7770427207633861,51.10964808998018,1845.2432866698355,0.032763726065252484,4.337293593207824e-05,4.5665984141602586e-05,0.1435257312691461
3,0.0002982359705822747,-0.7680595679221909,51.10964808998018,1844.739418751026,0.032754255361184245,4.458582117238627e-05,4.545972703391652e-05,0.14349359927538452
4,0.0003168609676599005,-0.7590764150809957,51.10964808998018,1845.388342149664,0.03276662187706175,4.746279782500031e-05,4.560753370480606e-05,0.14348832487557142
5,0.0003168609676599005,-0.7500932622398004,51.10964808998018,1845.388342149664,0.03276662187706175,4.746279782500031e-05,4.560753370480606e-05,0.14348832487557142
6,0.00029177590574419067,-0.7411101093986052,51.10964808998018,1845.9707845413548,0.032628752176004965,5.321405759288723e-05,4.5647450000892105e-05,0.14348267848919088
7,0.00032632775605944813,-0.7321269565574101,51.10964808998018,1845.7270452453809,0.032654876562908185,6.118035008724859e-05,4.5905571344191774e-05,0.14347994315186954
8,0.0003061681225016561,-0.7231438037162148,51.10964808998018,1845.7683664841682,0.03264686448407738,6.913823411916514e-05,4.615206878072168e-05,0.14351190395027827
9,0.0002816180594206248,-0.7141606508750197,51.10964808998018,1845.1534531593845,0.03266429067377781,6.814868966686363e-05,4.55254493955161e-05,0.14350110654601714
10,0.0002736770756021465,-0.7051774980338245,51.10964808998018,1845.2130258250365,0.032656533423715405,7.216849775166975e-05,4.519504158067988e-05,0.14351245412856015
11,0.0002948788830749408,-0.6961943451926292,51.10964808998018,1845.3733521415163,0.03267487089515892,7.201736248360635e-05,4.4981982283525775e-05,0.14352606101061896
12,0.00025107501765136395,-0.6872111923514339,51.10964808998018,1845.8526053393325,0.032692074733144866,7.209491958801945e-05,4.492214635617459e-05,0.14355411672147694
13,0.00026669683215866497,-0.6782280395102388,51.10964808998018,1845.925570210936,0.03263840551802872,6.804505542914644e-05,4.4869055216986135e-05,0.14357016318411328
14,0.0002611325328755875,-0.6692448866690436,51.10964808998018,1846.7389377208692,0.03262703966207306,7.063033077846638e-05,4.353735313356379e-05,0.14356166200669346
15,0.0002611325328755875,-0.6602617338278484,51.10964808998018,1846.7389377208692,0.03262703966207306,7.063033077846638e-05,4.353735313356379e-05,0.14356166200669346
16,0.0002850688514231689,-0.6512785809866531,51.10964808998018,1848.1659110802195,0.03264669354310252,7.335832970457763e-05,4.361739113476274e-05,0.14356224810383514
17,0.00026550521140399004,-0.6422954281454579,51.10964808998018,1848.9430289875684,0.03273821367225335,7.497546782132288e-05,4.3344336364346265e-05,0.1435967951153752
18,0.00024645792915044734,-0.6333122753042627,51.10964808998018,1850.3433104604721,0.03269840301319747,7.088417653160961e-05,4.3398554649729384e-05,0.1435971125683761
19,0.00024412012326754663,-0.6243291224630675,51.10964808998018,1851.0376444077924,0.03262491258031995,7.072722840554758e-05,4.429835843894032e-05,0.14360026521768826
20,0.0002525632656382909,-0.6153459696218723,51.10964808998018,1850.9498339062804,0.03269195339929663,6.832753772959609e-05,4.4680456249228115e-05,0.14361315775600195
21,0.00028124341865063746,-0.6063628167806769,51.10964808998018,1851.0950211125562,0.03270996819273906,6.549370736595065e-05,4.5186467141093187e-05,0.14363127740987522
22,0.0003148634698803959,-0.5973796639394818,51.10964808998018,1850.6902909078246,0.0327713550255122,6.608128726530263e-05,4.546992125398993e-05,0.1436650396327934
23,0.00033934101333574603,-0.5883965110982866,51.10964808998018,1851.101447545721,0.032818192295970175,6.529317205623028e-05,4.597240691606156e-05,0.1436828560948615
24,0.00030812897131759446,-0.5794133582570914,51.10964808998018,1852.291871500664,0.032874714217209215,6.909262050830835e-05,4.646478898242517e-05,0.14369729501314055
25,0.00030812897131759446,-0.5704302054158962,51.10964808998018,1852.291871500664,0.032874714217209215,6.909262050830835e-05,4.646478898242517e-05,0.14369729501314055
26,0.0003155267441695453,-0.5614470525747011,51.10964808998018,1852.7651814925555,0.03279866707898246,7.129542846749502e-05,4.662586597900587e-05,0.14371058201145798
27,0.00033015004612558217,-0.5524638997335057,51.10964808998018,1852.8994871012494,0.032746768302283666,6.784323955372978e-05,4.621549250256266e-05,0.1437411855961014
28,0.00030524828225263163,-0.5434807468923105,51.10964808998018,1852.6479754042052,0.03275782568262478,6.449182749158227e-05,4.612125413876034e-05,0.1438058301485335
29,0.00023672140517000363,-0.5344975940511153,51.10964808998018,1853.2183577268079,0.03277979229034368,6.554994838365243e-05,4.5641434092437735e-05,0.14382163627531222
30,0.0001653446567029875,-0.5255144412099201,51.10964808998018,1853.7180039496945,0.03277202358246165,6.541746492013837e-05,4.5594345081903296e-05,0.14387277340016846
31,0.00019544290081006496,-0.5165312883687249,51.10964808998018,1853.5984049773983,0.032811970291124926,5.666244461063707e-05,4.573813841810928e-05,0.1438622972962321
32,0.0002356113927315451,-0.5075481355275296,51.10964808998018,1853.9889649615423,0.032865981126721615,5.849140625403353e-05,4.669476669455722e-05,0.14385641876437366
33,0.00025475878224039497,-0.4985649826863345,51.10964808998018,1854.5519020213144,0.032840597168493475,6.031289163188669e-05,4.6456973216326094e-05,0.14382963445690125
34,0.00025743982998017463,-0.4895818298451393,51.10964808998018,1854.4697795381242,0.03288055864585256,6.139638625052109e-05,4.628783868017176e-05,0.14383907680610145
35,0.00025743982998017463,-0.480598677003944,51.10964808998018,1854.4697795381242,0.03288055864585256,6.139638625052109e-05,4.628783868017176e-05,0.14383907680610145
36,0.00024513250161616745,-0.4716155241627488,51.10964808998018,1854.7352767316015,0.032854145506813794,6.106040092503464e-05,4.590098673724368e-05,0.14381505973667796
37,0.0002623980914685477,-0.4626323713215536,51.10964808998018,1855.002912014417,0.03290757255504858,6.347953957917344e-05,4.5325950220644516e-05,0.14401339513594227
38,0.00023720273562652519,-0.4536492184803584,51.10964808998018,1854.890559269533,0.032887113533789994,6.423925837260173e-05,4.563760957084844e-05,0.14399095780112775
39,0.0002098798803025061,-0.4446660656391632,51.10964808998018,1854.253718657689,0.03291521439549658,6.443202304512417e-05,4.561000360249693e-05,0.1439901293704775
40,0.00022306178001750624,-0.435682912797968,51.10964808998018,1854.387663014687,0.032876613180562377,6.556862092915697e-05,4.556722207932749e-05,0.14401816306574172
41,0.0002120313428965376,-0.4266997599567727,51.10964808998018,1853.6165189195829,0.03285527542400829,6.47914668305522e-05,4.559830009777685e-05,0.1440264960766422
42,0.00023560006094598183,-0.4177166071155775,51.10964808998018,1852.319808185886,0.03284790183032405,6.236485343962842e-05,4.554469052422901e-05,0.14402955877854018
43,0.00025764631683344955,-0.4087334542743823,51.10964808998018,1853.143925059468,0.0328816174972744,5.9817791723983004e-05,4.571270887179612e-05,0.1440417956650885
44,0.00028416664232175885,-0.3997503014331871,51.10964808998018,1852.799242480273,0.03283871743007385,5.8072595736631835e-05,4.622637685272214e-05,0.1440250221613104
45,0.00028416664232175885,-0.3907671485919919,51.10964808998018,1852.799242480273,0.03283871743007385,5.8072595736631835e-05,4.622637685272214e-05,0.1440250221613104
46,0.00026318218537734714,-0.38178399575079663,51.10964808998018,1853.2626652802594,0.032864709469979485,6.341867926417656e-05,4.62091179087428e-05,0.14401730542937144
47,0.00026093846799220066,-0.3728008429096014,51.10964808998018,1853.180888232112,0.032885935006257944,7.067046245898248e-05,4.671587105095033e-05,0.14400634464857973
48,0.0002985537070826765,-0.3638176900684062,51.10964808998018,1854.1626775677787,0.03291638200783329,7.081900933557791e-05,4.662025551711386e-05,0.14400050266565945
49,0.0003137805575799391,-0.35483453722721103,51.10964808998018,1854.8478587927145,0.032897389426362486,6.618546946844187e-05,4.6858987483456e-05,0.14397626603897618
50,0.00033356145959389377,-0.3458513843860158,51.10964808998018,1854.4629969663893,0.03288667074332724,6.872117226883649e-05,4.662073905080178e-05,0.14399405924888609
51,0.00030346802222215764,-0.3368682315448206,51.10964808998018,1855.7491467626,0.032906848101384015,6.807378256766904e-05,4.647830194801597e-05,0.1440014455705042
52,0.00026533242902734383,-0.3278850787036254,51.10964808998018,1855.5199999010806,0.03286312066223217,7.028073790931709e-05,4.7222551522168216e-05,0.1439512569668592
53,0.00025625938647346906,-0.31890192586243016,51.10964808998018,1855.5452550975256,0.03286689541695149,7.305852398636574e-05,4.677370985536998e-05,0.14393229904810814
54,0.0002692949705896452,-0.3099187730212349,51.10964808998018,1855.4151902087078,0.032867694809464894,7.05491615138917e-05,4.634803503692763e-05,0.14391319504152836
55,0.0002692949705896452,-0.3009356201800397,51.10964808998018,1855.4151902087078,0.032867694809464894,7.05491615138917e-05,4.634803503692763e-05,0.14391319504152836
56,0.00029237063881251365,-0.2919524673388445,51.10964808998018,1853.2196980993933,0.03279115573757554,6.981942930339691e-05,4.610128664503297e-05,0.1438495906703886
57,0.0003039354875108562,-0.2829693144976493,51.10964808998018,1853.5156484247132,0.0327912798578275,7.175308389279518e-05,4.607008462268458e-05,0.14385322366563666
58,0.0002538424953645422,-0.2739861616564541,51.10964808998018,1853.4249489524173,0.032799883399965916,7.22203130027877e-05,4.62341064440117e-05,0.14383833476794206
59,0.00023588325674172843,-0.26500300881525884,51.10964808998018,1853.817539381161,0.032919103900059914,6.420475945398945e-05,4.569337877678333e-05,0.14385313485228954
60,0.00023964245321748785,-0.2560198559740636,51.10964808998018,1853.8204096844397,0.032952663102044026,6.452708182933535e-05,4.655933097163778e-05,0.14385471053859622
61,0.00021803264005286051,-0.24703670313286846,51.10964808998018,1855.3828497712946,0.032936586041633666,6.33635142009946e-05,4.735684940351253e-05,0.14386307871536444
62,0.00026160734502684343,-0.2380535502916732,51.10964808998018,1856.4985547920223,0.03286482503593597,6.235680297023136e-05,4.800121938318243e-05,0.14387413415831726
63,0.0002642088936062536,-0.229070397450478,51.10964808998018,1855.9488213218735,0.03279687675393179,5.940315106341454e-05,4.813107545891906e-05,0.1438895665762258
64,0.0002642088936062536,-0.2200872446092828,51.10964808998018,1855.9488213218735,0.03279687675393179,5.940315106341454e-05,4.813107545891906e-05,0.1438895665762258
65,0.0002569771691315767,-0.2111040917680876,51.10964808998018,1862.1499890612354,0.032717925521459724,6.20396846591572e-05,4.75771724542511e-05,0.14389034794544653
66,0.00026999366060675593,-0.20212093892689234,51.10964808998018,1862.7536385560416,0.03272025346759234,6.191082059337588e-05,4.7926765033546524e-05,0.14389590117194465
67,0.0002744496465332493,-0.19313778608569712,51.10964808998018,1861.624045341637,0.032662595373327385,6.076730955010714e-05,4.811981417988399e-05,0.14390248251588494
68,0.00025832315513563033,-0.1841546332445019,51.10964808998018,1858.5164617976068,0.03270896681565248,5.9785895898937404e-05,4.744739240472752e-05,0.14388072261057858
69,0.0002994908903663017,-0.1751714804033067,51.10964808998018,1851.731507001324,0.03275795884845042,5.630285742290519e-05,4.842039506498434e-05,0.14388897798484138
70,0.0002794292277342821,-0.1661883275621115,51.10964808998018,1850.1150254982915,0.032677128906220536,5.6910932486659925e-05,4.8106352875340144e-05,0.1438898496075415
71,0.00029419742724427317,-0.15720517472091627,51.10964808998018,1848.6530432544607,0.032658287384727036,5.398741752605047e-05,4.802374531889968e-05,0.14388291203929612
72,0.0003606093732014365,-0.14822202187972106,51.10964808998018,1846.819527497644,0.03261133309929678,4.991922143907792e-05,4.809153390673783e-05,0.14388324198254493
73,0.0003598266853717904,-0.13923886903852584,51.10964808998018,1844.3857844551603,0.03254200227377712,5.287082016937847e-05,4.810466683293664e-05,0.14387041216400145
74,0.0003598266853717904,-0.13025571619733062,51.10964808998018,1844.3857844551603,0.03254200227377712,5.287082016937847e-05,4.810466683293664e-05,0.14387041216400145
75,0.00033065570716262014,-0.1212725633561354,51.10964808998018,1843.8372452396936,0.032534999351270875,5.82197923048069e-05,4.889276423103542e-05,0.14387269617280846
76,0.00032271464757153935,-0.1122894105149402,51.10964808998018,1843.3130915422614,0.032692481669218836,6.296676405021431e-05,4.88169093525958e-05,0.14387980247581808
77,0.00030259025473928125,-0.10330625767374498,51.10964808998018,1843.1347368036852,0.032652412661303885,6.931544456351081e-05,4.876874563648949e-05,0.14389045783015728
78,0.00030741371815322784,-0.09432310483254976,51.10964808998018,1842.6652633515166,0.0326126146554059,6.684255747999497e-05,4.879569326294128e-05,0.14389793769536124
79,0.000298563154949818,-0.08533995199135455,51.10964808998018,1844.8696434255262,0.032655930497387624,6.504445314081211e-05,4.7588929480295674e-05,0.14389630172716295
80,0.00030320949651041116,-0.07635679915015932,51.10964808998018,1844.9913204656573,0.032572589012165414,6.46409355451441e-05,4.680926368381257e-05,0.14388125880989128
81,0.0002766729254429663,-0.06737364630896411,51.10964808998018,1847.6678304139452,0.03256067784147433,6.481129365189871e-05,4.662777205309853e-05,0.14385773872833468
82,0.00024621328985648507,-0.0583904934677689,51.10964808998018,1847.761388487843,0.03256247982629027,6.24135720721502e-05,4.6436341742867593e-05,0.14381949229516475
83,0.00026519808863110584,-0.04940734062657368,51.10964808998018,1847.242570683329,0.032575806956996585,6.216604278534554e-05,4.67164597487472e-05,0.14379662932956114
84,0.00026519808863110584,-0.04042418778537847,51.10964808998018,1847.242570683329,0.032575806956996585,6.216604278534554e-05,4.67164597487472e-05,0.14379662932956114
85,0.000246621150356832,-0.03144103494418325,51.10964808998018,1848.3555397348,0.03259988760642411,5.810588482212966e-05,4.696805627705758e-05,0.14379458354482266
86,0.0002370987644346647,-0.02245788210298804,51.10964808998018,1848.8280949373727,0.03259450897385055,5.7092199270985057e-05,4.661816469838793e-05,0.14379320544048335
87,0.00022989253990410142,-0.013474729261792823,51.10964808998018,1847.0874705272672,0.03262611721861902,5.53782988543011e-05,4.654979819006745e-05,0.1438126252920286
88,0.0002488443487417993,-0.004491576420597608,51.10964808998018,1847.6067072168746,0.03262870862896102,5.229487698836689e-05,4.5676864755746666e-05,0.1438524409465159
89,0.0002995362588079741,0.004491576420597608,51.10964808998018,1847.2194482273223,0.03268822032260388,4.8301204960096804e-05,4.487677076705696e-05,0.14388595939617907
90,0.00029234493081047117,0.013474729261792823,51.10964808998018,1847.4531629535368,0.03268919383904678,4.502302179753441e-05,4.507305147620501e-05,0.14390559069099348
91,0.0002952732629106564,0.02245788210298804,51.10964808998018,1849.0027450329403,0.03267964929257941,4.8028631301874466e-05,4.525634530882013e-05,0.14389399263443986
92,0.00030376338393013153,0.03144103494418325,51.10964808998018,1847.91191184362,0.0327011017223938,5.4206224728708335e-05,4.5625996419874654e-05,0.14387267689463906
93,0.0002936686597551332,0.04042418778537847,51.10964808998018,1847.4171737139304,0.03272133477711789,5.800376895664405e-05,4.637378507393138e-05,0.14385212360977356
94,0.0002936686597551332,0.04940734062657368,51.10964808998018,1847.4171737139304,0.03272133477711789,5.800376895664405e-05,4.637378507393138e-05,0.14385212360977356
95,0.000306987602868832,0.0583904934677689,51.10964808998018,1847.6244672755106,0.032744556006584734,5.5107176914906335e-05,4.679321768845174e-05,0.14386120187224788
96,0.00030463883602845933,0.06737364630896411,51.10964808998018,1847.5418452730453,0.032802038865297686,5.570034197399561e-05,4.688890542418642e-05,0.14387815000424636
97,0.00029681099095552017,0.07635679915015932,51.10964808998018,1847.912534444006,0.03283038636503313,5.588538039754436e-05,4.6878767924462904e-05,0.14390188659218153
98,0.00029774919352435327,0.08533995199135455,51.10964808998018,1847.1903930266428,0.03285475078917033,5.277842971936468e-05,4.6782748317223854e-05,0.1439258098417835
99,0.0003020450987141975,0.09432310483254976,51.10964808998018,1848.315318398261,0.032877870904370984,5.2388795666405484e-05,4.68921297488475e-05,0.14392702240471725
100,0.00032412638449124363,0.10330625767374498,51.10964808998018,1848.0079045676869,0.0329637496000623,5.322108557473743e-05,4.711057518432047e-05,0.14393867912284988
101,0.00034764238398819075,0.1122894105149402,51.10964808998018,1847.5005368220081,0.03295115427645889,5.6026680638062e-05,4.764248700281667e-05,0.14393108674564906
102,0.00034073580065189114,0.1212725633561354,51.10964808998018,1847.1463492031628,0.03294694508906335,5.6115986909219055e-05,4.824950964136573e-05,0.14391184022054845
103,0.0003404229026859215,0.13025571619733062,51.10964808998018,1847.8444711964569,0.032887440696702804,5.9191975530803676e-05,4.831356183010478e-05,0.1439099406113225
104,0.0003404229026859215,0.13923886903852584,51.10964808998018,1847.8444711964569,0.032887440696702804,5.9191975530803676e-05,4.831356183010478e-05,0.1439099406113225
105,0.0003744216698232842,0.14822202187972106,51.10964808998018,1848.4416740138165,0.032862425980811516,5.923431999183697e-05,4.728937018899231e-05,0.1439082335934783
106,0.0003928695665446118,0.15720517472091627,51.10964808998018,1847.2189266036373,0.032838812346115624,5.363904430960629e-05,4.735498326843158e-05,0.14390447522679065
107,0.0004498233919112918,0.1661883275621115,51.10964808998018,1847.3124493576786,0.03288535294243509,5.336048287019694e-05,4.730477436476673e-05,0.143902857783225
108,0.0004483611432654472,0.1751714804033067,51.10964808998018,1847.711135070271,0.032780107399926546,5.038515628012e-05,4.7569718491289554e-05,0.14389243670085153
109,0.00041988059332257247,0.1841546332445019,51.10964808998018,1846.768718713327,0.032836948682610154,5.0332110668342354e-05,4.8188585163267295e-05,0.14389225545100207
110,0.00036116564338803885,0.19313778608569712,51.10964808998018,1846.2400917909747,0.032796009569766686,5.344502905436078e-05,4.832906698671955e-05,0.14388918084506513
111,0.0003252206653666928,0.20212093892689234,51.10964808998018,1847.7326849649853,0.03274795099972405,5.5011693371345425e-05,4.740979663759551e-05,0.14388377502148084
112,0.0003081245984702421,0.2111040917680876,51.10964808998018,1847.6635565314755,0.03265966773618876,5.5197208673143605e-05,4.715108898499342e-05,0.14386107335034315
113,0.0002616942996262165,0.2200872446092828,51.10964808998018,1847.6367605721357,0.0326970296489572,6.162969093011151e-05,4.7534668174865164e-05,0.14384771776559907
114,0.0002616942996262165,0.229070397450478,51.10964808998018,1847.6367605721357,0.0326970296489572,6.162969093011151e-05,4.7534668174865164e-05,0.14384771776559907
115,0.00021897973377746468,0.2380535502916732,51.10964808998018,1847.2482995669325,0.03267825747428757,6.542364311603161e-05,4.733261072351828e-05,0.14383304862089002
116,0.00026466072162021807,0.24703670313286846,51.10964808998018,1847.3688082026572,0.032729826752665364,6.685188667689666e-05,4.789612431553249e-05,0.1438362304039699
117,0.0002556182405265412,0.2560198559740636,51.10964808998018,1848.906972424598,0.03277851487625006,6.44282882755688e-05,4.8539604046056545e-05,0.14385886586218533
118,0.00026023517539157696,0.26500300881525884,51.10964808998018,1847.9827587814184,0.032746035774535664,6.119006104087613e-05,4.7648928523368485e-05,0.14387464615198162
119,0.00022568155145904535,0.2739861616564541,51.10964808998018,1847.8924851148481,0.03273767519505213,5.9224544582249596e-05,4.808121049807081e-05,0.14387841845532667
120,0.00023525089847835392,0.2829693144976493,51.10964808998018,1848.397755867923,0.032740773285232366,6.310563300336225e-05,4.83198780799001e-05,0.1438673778850759
121,0.00022512453109382945,0.2919524673388445,51.10964808998018,1848.729222258874,0.03280773323121091,6.628452909023269e-05,4.795370152355494e-05,0.14386402655298833
